"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL008784","Transmembrane protein 25","TMM25","Q86YD3","84866","TMEM25",10,"PASS","Q86YD3","84866","TMEM25","seq.9014.18",TRUE,TRUE,FALSE
"SL007780","Proteoglycan 3","PRG3","Q9Y2Y8","10394","PRG3",10,"PASS","Q9Y2Y8","10394","PRG3","seq.9015.1",FALSE,FALSE,TRUE
"SL007287","Oxysterols receptor LXR-beta","NR1H2","P55055","7376","NR1H2",0.5,"PASS","P55055","7376","NR1H2","seq.9016.12",TRUE,FALSE,FALSE
"SL018796","Lactase-phlorizin hydrolase","LPH","P09848","3938","LCT",10,"PASS","P09848","3938","LCT","seq.9017.58",FALSE,TRUE,FALSE
"SL025955","Protocadherin-10:Extracellular domain","PCD10:ECD","Q9P2E7","57575","PCDH10",10,"PASS","Q9P2E7","57575","PCDH10","seq.9018.38",FALSE,TRUE,FALSE
"SL010386","Hepatitis A virus cellular receptor 1","TIM-1","Q96D42","26762","HAVCR1",10,"PASS","Q96D42","26762","HAVCR1","seq.9021.1",TRUE,TRUE,FALSE
"SL012641","Beta-defensin 132","DB132","Q7Z7B7","400830","DEFB132",10,"PASS","Q7Z7B7","400830","DEFB132","seq.9022.49",FALSE,FALSE,TRUE
"SL010892","Alpha-hemoglobin-stabilizing protein","AHSP","Q9NZD4","51327","AHSP",10,"PASS","Q9NZD4","51327","AHSP","seq.9025.5",TRUE,FALSE,FALSE
"SL018801","Butyrophilin-like protein 8","BTNL8","Q6UX41","79908","BTNL8",10,"PASS","Q6UX41","79908","BTNL8","seq.9026.40",FALSE,TRUE,FALSE
"SL025944","Neuroligin-2:Cytoplasmic domain","NLGN2:CD","Q8NFZ4","57555","NLGN2",10,"PASS","Q8NFZ4","57555","NLGN2","seq.9027.10",TRUE,TRUE,FALSE
"SL018770","Poly(A) RNA polymerase, mitochondrial","PAPD1","Q9NVV4","55149","MTPAP",10,"PASS","Q9NVV4","55149","MTPAP","seq.9028.5",TRUE,FALSE,FALSE
"SL018827","Uncharacterized protein C17orf89","CQ089","A1L188","284184","NDUFAF8",10,"PASS","A1L188","284184","NDUFAF8","seq.9030.56",TRUE,FALSE,FALSE
"SL018790","Proto-oncogene tyrosine-protein kinase ROS","ROS1","P08922","6098","ROS1",10,"PASS","P08922","6098","ROS1","seq.9032.30",TRUE,TRUE,FALSE
"SL013792","MAX-interacting protein 1","MXI1","P50539","4601","MXI1",10,"PASS","P50539","4601","MXI1","seq.9035.2",TRUE,FALSE,FALSE
"SL006774","Syntaxin-18","STX18","Q9P2W9","53407","STX18",10,"PASS","Q9P2W9","53407","STX18","seq.9037.1",TRUE,TRUE,FALSE
"SL004980","Protein JTB","JTB","O76095","10899","JTB",10,"PASS","O76095","10899","JTB","seq.9038.12",FALSE,TRUE,FALSE
"SL008893","Mammalian ependymin-related protein 1","EPDR1","Q9UM22","54749","EPDR1",10,"PASS","Q9UM22","54749","EPDR1","seq.9040.144",TRUE,FALSE,FALSE
"SL007737","Tuftelin-interacting protein 11","TFP11","Q9UBB9","24144","TFIP11",10,"PASS","Q9UBB9","24144","TFIP11","seq.9043.7",TRUE,FALSE,FALSE
"SL018802","Contactin-associated protein-like 5","CNTP5","Q8WYK1","129684","CNTNAP5",10,"PASS","Q8WYK1","129684","CNTNAP5","seq.9044.1",FALSE,TRUE,FALSE
"SL018809","Very long-chain acyl-CoA synthetase","S27A2","O14975","11001","SLC27A2",10,"PASS","O14975","11001","SLC27A2","seq.9045.3",FALSE,TRUE,FALSE
"SL014602","Monocarboxylate transporter 4","MOT4","O15427","9123","SLC16A3",10,"PASS","O15427","9123","SLC16A3","seq.9049.2",FALSE,TRUE,FALSE
"SL018846","Arginine/serine-rich protein 1","CA063","Q9BUV0","57035","RSRP1",10,"PASS","Q9BUV0","57035","RSRP1","seq.9050.170",TRUE,FALSE,FALSE
"SL007161","Interleukin-32","IL32","P24001","9235","IL32",10,"PASS","P24001","9235","IL32","seq.9051.13",TRUE,FALSE,TRUE
"SL008130","Cysteine-rich protein 2","CRIP2","P52943","1397","CRIP2",10,"PASS","P52943","1397","CRIP2","seq.9053.16",TRUE,FALSE,FALSE
"SL018834","Myocardial zonula adherens protein","MYZAP","P0CAP1","100820829","MYZAP",10,"PASS","P0CAP1","100820829","MYZAP","seq.9055.81",TRUE,FALSE,FALSE
"SL012508","Proteasomal ubiquitin receptor ADRM1","ADRM1","Q16186","11047","ADRM1",10,"PASS","Q16186","11047","ADRM1","seq.9057.19",TRUE,FALSE,FALSE
"SL018847","Mitochondrial import inner membrane translocase subunit Tim21","TIM21","Q9BVV7","29090","TIMM21",10,"PASS","Q9BVV7","29090","TIMM21","seq.9058.1",FALSE,TRUE,FALSE
"SL018783","Rap guanine nucleotide exchange factor 5","RPGF5","Q92565","9771","RAPGEF5",10,"PASS","Q92565","9771","RAPGEF5","seq.9059.14",TRUE,FALSE,FALSE
"SL018804","Protein turtle homolog B","TUTLB","Q9UPX0","22997","IGSF9B",10,"PASS","Q9UPX0","22997","IGSF9B","seq.9060.27",TRUE,TRUE,FALSE
"SL018810","Rho guanine nucleotide exchange factor 10","ARHGA","O15013","9639","ARHGEF10",0.5,"PASS","O15013","9639","ARHGEF10","seq.9061.3",TRUE,FALSE,FALSE
"SL025974","RING finger protein 215:Cytoplasmic domain","RN215:CD","Q9Y6U7","200312","RNF215",10,"PASS","Q9Y6U7","200312","RNF215","seq.9064.12",TRUE,TRUE,FALSE
"SL007220","Alpha-taxilin","TXLNA","P40222","200081","TXLNA",10,"PASS","P40222","200081","TXLNA","seq.9065.28",TRUE,FALSE,FALSE
"SL018805","Janus kinase and microtubule-interacting protein 3","JKIP3","Q5VZ66","282973","JAKMIP3",10,"PASS","Q5VZ66","282973","JAKMIP3","seq.9068.17",FALSE,TRUE,FALSE
"SL018815","Uncharacterized protein C17orf67","CQ067","Q0P5P2","339210","C17orf67",10,"PASS","Q0P5P2","339210","C17orf67","seq.9070.1",FALSE,FALSE,TRUE
"SL018848","Fatty acid hydroxylase domain-containing protein 2","CE004","Q96IV6","10826","FAXDC2",10,"PASS","Q96IV6","10826","FAXDC2","seq.9074.6",TRUE,TRUE,FALSE
"SL018785","UPF0258 protein KIAA1024","K1024","Q9UPX6","23251","MINAR1",10,"PASS","Q9UPX6","23251","MINAR1","seq.9075.121",FALSE,TRUE,FALSE
"SL008353","Proenkephalin-A","PENK","P01210","5179","PENK",10,"PASS","P01210","5179","PENK","seq.9076.25",FALSE,FALSE,TRUE
"SL018812","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","MA1A2","O60476","10905","MAN1A2",0.5,"PASS","O60476","10905","MAN1A2","seq.9077.10",TRUE,TRUE,FALSE
"SL011219","Beta-1-syntrophin","SNTB1","Q13884","6641","SNTB1",10,"PASS","Q13884","6641","SNTB1","seq.9078.207",TRUE,FALSE,FALSE
"SL018842","Zinc transporter 3","ZNT3","Q99726","7781","SLC30A3",10,"PASS","Q99726","7781","SLC30A3","seq.9081.39",FALSE,TRUE,FALSE
"SL018786","Protein sel-1 homolog 2","SE1L2","Q5TEA6","80343","SEL1L2",10,"PASS","Q5TEA6","80343","SEL1L2","seq.9082.25",TRUE,TRUE,FALSE
"SL008967","Tyrosine-protein phosphatase non-receptor type substrate 1","SHPS1","P78324","140885","SIRPA",10,"PASS","P78324","140885","SIRPA","seq.9083.35",FALSE,TRUE,FALSE
"SL001973","Mammaglobin-B","Mammaglobin 2","O75556","4246","SCGB2A1",10,"PASS","O75556","4246","SCGB2A1","seq.9086.95",FALSE,FALSE,TRUE
"SL018837","NHL repeat-containing protein 3","NHLC3","Q5JS37","387921","NHLRC3",10,"PASS","Q5JS37","387921","NHLRC3","seq.9087.8",TRUE,FALSE,TRUE
"SL015106","Junctophilin-3","JPH3","Q8WXH2","57338","JPH3",10,"PASS","Q8WXH2","57338","JPH3","seq.9089.77",FALSE,TRUE,FALSE
"SL025997","Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1","SYTL4:C2 1","Q96C24","94121","SYTL4",10,"PASS","Q96C24","94121","SYTL4","seq.9090.9",TRUE,FALSE,FALSE
"SL025791","Angiopoietin-related protein 1:N-term","ANGL1:N-term","O95841","9068","ANGPTL1",10,"PASS","O95841","9068","ANGPTL1","seq.9092.33",FALSE,FALSE,TRUE
"SL018818","C-type lectin domain family 4 member C","CLC4C","Q8WTT0","170482","CLEC4C",10,"PASS","Q8WTT0","170482","CLEC4C","seq.9094.5",TRUE,TRUE,FALSE
"SL005408","Mitochondrial fission regulator 1","MTFR1","Q15390","9650","MTFR1",10,"PASS","Q15390","9650","MTFR1","seq.9095.5",TRUE,FALSE,FALSE
"SL018605","Lymphoid-restricted membrane protein","LRMP","Q12912","4033","IRAG2",10,"PASS","Q12912","4033","IRAG2","seq.9096.80",TRUE,TRUE,FALSE
"SL025902","UPF0577 protein KIAA1324:Cytoplasmic domain","K1324:CD","Q6UXG2","57535","ELAPOR1",10,"PASS","Q6UXG2","57535","ELAPOR1","seq.9097.5",TRUE,TRUE,FALSE
"SL014571","Synaptotagmin-5","SYT5","O00445","6861","SYT5",10,"PASS","O00445","6861","SYT5","seq.9099.19",TRUE,TRUE,FALSE
"SL018829","Uncharacterized protein C5orf46","CE046","Q6UWT4","389336","C5orf46",10,"PASS","Q6UWT4","389336","C5orf46","seq.9100.32",FALSE,FALSE,TRUE
"SL026027","Protrudin:Cytoplasmic domain, region 2, isoform 5","ZFY27:CD region 2","Q5T4F4","118813","ZFYVE27",10,"PASS","Q5T4F4","118813","ZFYVE27","seq.9102.28",FALSE,TRUE,FALSE
"SL018787","LysM and putative peptidoglycan-binding domain-containing protein 4","LYSM4","Q5XG99","145748","LYSMD4",10,"PASS","Q5XG99","145748","LYSMD4","seq.9106.87",TRUE,TRUE,FALSE
"SL018807","Armadillo repeat-containing protein 10","ARM10","Q8N2F6","83787","ARMC10",10,"PASS","Q8N2F6","83787","ARMC10","seq.9107.59",TRUE,TRUE,FALSE
"SL018850","Synaptotagmin-17","SYT17","Q9BSW7","51760","SYT17",10,"PASS","Q9BSW7","51760","SYT17","seq.9110.2",TRUE,FALSE,FALSE
"SL018838","Junctophilin-4","JPH4","Q96JJ6","84502","JPH4",10,"PASS","Q96JJ6","84502","JPH4","seq.9111.40",FALSE,TRUE,FALSE
"SL018788","Uromodulin-like 1","UROL1","Q5DID0","89766","UMODL1",10,"PASS","Q5DID0","89766","UMODL1","seq.9114.84",FALSE,TRUE,FALSE
"SL008406","ADAM DEC1","ADEC1","O15204","27299","ADAMDEC1",10,"PASS","O15204","27299","ADAMDEC1","seq.9115.78",TRUE,FALSE,TRUE
"SL025879","HEPACAM family member 2:Isoform 1, Cytoplasmic domain","HECA2:CD","A8MVW5","253012","HEPACAM2",10,"PASS","A8MVW5","253012","HEPACAM2","seq.9116.28",FALSE,TRUE,FALSE
"SL005180","Interleukin-36 gamma","IL-1F9","Q9NZH8","56300","IL36G",10,"PASS","Q9NZH8","56300","IL36G","seq.9117.4",TRUE,FALSE,TRUE
"SL018816","PH and SEC7 domain-containing protein 2","PSD2","Q9BQI7","84249","PSD2",10,"PASS","Q9BQI7","84249","PSD2","seq.9118.7",TRUE,FALSE,FALSE
"SL018813","Galactoside 2-alpha-L-fucosyltransferase 2","FUT2","Q10981","2524","FUT2",10,"PASS","Q10981","2524","FUT2","seq.9121.28",FALSE,TRUE,FALSE
"SL018808","Protein Dos","DOS","Q8N350","255057","CBARP",10,"PASS","Q8N350","255057","CBARP","seq.9123.18",TRUE,TRUE,FALSE
"SL025930","Mannan-binding lectin serine protease 1:Sushi 1 and Sushi 2","MASP3:Sushi 1 and Sushi 2","P48740","5648","MASP1",10,"PASS","P48740","5648","MASP1","seq.9125.23",TRUE,FALSE,TRUE
"SL018814","5'-nucleotidase domain-containing protein 3","NT5D3","Q86UY8","51559","NT5DC3",10,"PASS","Q86UY8","51559","NT5DC3","seq.9126.171",FALSE,FALSE,TRUE
"SL018840","Prestin","S26A5","P58743","375611","SLC26A5",10,"PASS","P58743","375611","SLC26A5","seq.9127.4",FALSE,TRUE,FALSE
"SL025864","Leucine-rich repeat transmembrane protein FLRT3:Cytoplasmic domain","FLRT3:CD","Q9NZU0","23767","FLRT3",10,"PASS","Q9NZU0","23767","FLRT3","seq.9128.34",FALSE,TRUE,FALSE
"SL003170","C-C motif chemokine 26","Eotaxin-3","Q9Y258","10344","CCL26",10,"PASS","Q9Y258","10344","CCL26","seq.9168.31",FALSE,FALSE,TRUE
"SL018938","Small ubiquitin-related modifier 3","SUMO3","P55854","6612","SUMO3",0.5,"PASS","P55854","6612","SUMO3","seq.9169.14",TRUE,FALSE,FALSE
"SL001713","Interleukin-17A","IL-17","Q16552","3605","IL17A",10,"PASS","Q16552","3605","IL17A","seq.9170.24",FALSE,FALSE,TRUE
"SL016969","Cysteine and glycine-rich protein 3","CSRP3","P50461","8048","CSRP3",10,"PASS","P50461","8048","CSRP3","seq.9171.11",TRUE,FALSE,FALSE
"SL000526","Neutrophil collagenase","MMP-8","P22894","4317","MMP8",10,"PASS","P22894","4317","MMP8","seq.9172.69",TRUE,FALSE,TRUE
"SL008094","Phosphoglucomutase-1","PGM1","P36871","5236","PGM1",10,"PASS","P36871","5236","PGM1","seq.9173.21",TRUE,FALSE,FALSE
"SL018891","Down syndrome cell adhesion molecule","DSCAM","O60469","1826","DSCAM",10,"PASS","O60469","1826","DSCAM","seq.9175.48",FALSE,TRUE,FALSE
"SL025934","Mucin-1:region 2","MUC1:region 2","P15941","4582","MUC1",10,"PASS","P15941","4582","MUC1","seq.9176.3",TRUE,TRUE,TRUE
"SL007306","Protein FAM3B","FAM3B","P58499","54097","FAM3B",10,"PASS","P58499","54097","FAM3B","seq.9177.6",TRUE,TRUE,TRUE
"SL004297","Neuregulin-1","NEUREGULIN-1","Q02297","3084","NRG1",10,"PASS","Q02297","3084","NRG1","seq.9178.30",TRUE,TRUE,TRUE
"SL025891","Interferon gamma receptor 2:Extracellular domain","INGR2:ECD","P38484","3460","IFNGR2",10,"PASS","P38484","3460","IFNGR2","seq.9180.6",FALSE,TRUE,FALSE
"SL025988","Low-density lipoprotein receptor-related protein 1, soluble:Extracellular domain, LDL receptor class A domains 11-20","sLRP1:ECD","Q07954","4035","LRP1",10,"PASS","Q07954","4035","LRP1","seq.9182.3",TRUE,TRUE,FALSE
"SL004475","Interferon alpha/beta receptor 1","IFN-a/b R1","P17181","3454","IFNAR1",10,"PASS","P17181","3454","IFNAR1","seq.9183.7",TRUE,TRUE,FALSE
"SL008591","Trefoil factor 1","TFF1","P04155","7031","TFF1",10,"PASS","P04155","7031","TFF1","seq.9185.15",FALSE,FALSE,TRUE
"SL013165","Non-histone chromosomal protein HMG-14","HMGN1","P05114","3150","HMGN1",10,"PASS","P05114","3150","HMGN1","seq.9187.2",TRUE,FALSE,FALSE
"SL003188","C-X-C motif chemokine 9","MIG","Q07325","4283","CXCL9",10,"PASS","Q07325","4283","CXCL9","seq.9188.119",FALSE,FALSE,TRUE
"SL008837","CD63 antigen","CD63","P08962","967","CD63",10,"PASS","P08962","967","CD63","seq.9190.7",FALSE,TRUE,FALSE
"SL002602","Trefoil factor 2","Trefoil factor 2","Q03403","7032","TFF2",10,"PASS","Q03403","7032","TFF2","seq.9191.8",FALSE,FALSE,TRUE
"SL005166","Galectin-7","Galectin-7","P47929","3963","LGALS7",10,"PASS","P47929","3963","LGALS7B","seq.9196.8",TRUE,FALSE,FALSE
"SL008486","Galectin-9","LEG9","O00182","3965","LGALS9",10,"PASS","O00182","3965","LGALS9","seq.9197.4",TRUE,FALSE,TRUE
"SL018946","Ubiquitin-conjugating enzyme E2 G2","UB2G2","P60604","7327","UBE2G2",0.5,"PASS","P60604","7327","UBE2G2","seq.9199.6",TRUE,FALSE,FALSE
"SL004811","Transgelin-2","Transgelin-2","P37802","8407","TAGLN2",0.5,"PASS","P37802","8407","TAGLN2","seq.9201.13",TRUE,FALSE,FALSE
"SL008113","ATP synthase subunit O, mitochondrial","ATPO","P48047","539","ATP5PO",10,"PASS","P48047","539","ATP5PO","seq.9202.309",TRUE,FALSE,FALSE
"SL009210","Pro-opiomelanocortin","Corticotropin-lipotropin","P01189","5443","POMC",10,"PASS","P01189","5443","POMC","seq.9204.33",FALSE,FALSE,TRUE
"SL018887","Quinone oxidoreductase-like protein 1","QORL1","O95825","9946","CRYZL1",0.5,"PASS","O95825","9946","CRYZL1","seq.9207.60",TRUE,FALSE,FALSE
"SL003066","Pigment epithelium-derived factor","PEDF","P36955","5176","SERPINF1",0.005,"PASS","P36955","5176","SERPINF1","seq.9211.19",TRUE,FALSE,TRUE
"SL008381","Cathepsin F","CATF","Q9UBX1","8722","CTSF",0.5,"PASS","Q9UBX1","8722","CTSF","seq.9212.22",TRUE,FALSE,FALSE
"SL018900","Formimidoyltransferase-cyclodeaminase","FTCD","O95954","10841","FTCD",10,"PASS","O95954","10841","FTCD","seq.9213.24",TRUE,FALSE,FALSE
"SL018947","Ubiquitin carboxyl-terminal hydrolase 25","UBP25","Q9UHP3","29761","USP25",10,"PASS","Q9UHP3","29761","USP25","seq.9215.117",TRUE,FALSE,FALSE
"SL009948","Plexin-B2","PLXB2","O15031","23654","PLXNB2",0.5,"PASS","O15031","23654","PLXNB2","seq.9216.100",TRUE,TRUE,FALSE
"SL002731","Tumor necrosis factor receptor superfamily member 6","Fas, soluble","P25445","355","FAS",10,"PASS","P25445","355","FAS","seq.9218.7",FALSE,TRUE,TRUE
"SL008376","Neudesin","NENF","Q9UMX5","29937","NENF",10,"PASS","Q9UMX5","29937","NENF","seq.9219.70",FALSE,FALSE,TRUE
"SL008895","Ephrin type-B receptor 3","EPHB3","P54753","2049","EPHB3",10,"PASS","P54753","2049","EPHB3","seq.9220.7",FALSE,TRUE,FALSE
"SL017093","Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1","IPIL1","Q6GPH6","150771","ITPRIPL1",10,"PASS","Q6GPH6","150771","ITPRIPL1","seq.9221.6",FALSE,TRUE,FALSE
"SL011204","Mesencephalic astrocyte-derived neurotrophic factor","ARMET","P55145","7873","MANF",0.5,"PASS","P55145","7873","MANF","seq.9223.11",FALSE,FALSE,TRUE
"SL005212","Prolactin receptor","Prolactin Receptor","P16471","5618","PRLR",10,"PASS","P16471","5618","PRLR","seq.9224.20",TRUE,TRUE,FALSE
"SL017112","Transmembrane and ubiquitin-like domain-containing protein 2","TMUB2","Q71RG4","79089","TMUB2",10,"PASS","Q71RG4","79089","TMUB2","seq.9226.6",TRUE,TRUE,FALSE
"SL005211","Programmed cell death protein 1","PD-1","Q15116","5133","PDCD1",10,"PASS","Q15116","5133","PDCD1","seq.9227.15",TRUE,TRUE,FALSE
"SL012433","Chymotrypsin-like protease CTRL-1","CTRL","P40313","1506","CTRL",10,"PASS","P40313","1506","CTRL","seq.9229.9",FALSE,FALSE,TRUE
"SL017105","Inositol monophosphatase 3","IMPA3","Q9NX62","54928","BPNT2",10,"PASS","Q9NX62","54928","BPNT2","seq.9231.23",TRUE,TRUE,FALSE
"SL008763","Roundabout homolog 4","ROBO4","Q8WZ75","54538","ROBO4",0.5,"PASS","Q8WZ75","54538","ROBO4","seq.9232.1",FALSE,TRUE,FALSE
"SL004468","Tissue factor pathway inhibitor 2","TFPI -2","P48307","7980","TFPI2",10,"PASS","P48307","7980","TFPI2","seq.9233.71",TRUE,FALSE,TRUE
"SL009021","Twisted gastrulation protein homolog 1","TWSG1","Q9GZX9","57045","TWSG1",0.5,"PASS","Q9GZX9","57045","TWSG1","seq.9234.8",FALSE,FALSE,TRUE
"SL007521","Plexin domain-containing protein 1","PXDC1","Q8IUK5","57125","PLXDC1",0.5,"PASS","Q8IUK5","57125","PLXDC1","seq.9235.3",TRUE,TRUE,FALSE
"SL005390","Lysosomal acid phosphatase","Lysosomal acid phosphatase","P11117","53","ACP2",10,"PASS","P11117","53","ACP2","seq.9237.54",TRUE,TRUE,FALSE
"SL014290","Signal-regulatory protein gamma","SIRPG","Q9P1W8","55423","SIRPG",10,"PASS","Q9P1W8","55423","SIRPG","seq.9241.40",FALSE,TRUE,FALSE
"SL000137","Betacellulin","BTC","P35070","685","BTC",10,"PASS","P35070","685","BTC","seq.9242.11",TRUE,TRUE,TRUE
"SL012687","Lysozyme g-like protein 1","LYG1","Q8N1E2","129530","LYG1",10,"PASS","Q8N1E2","129530","LYG1","seq.9243.10",FALSE,FALSE,TRUE
"SL012440","Palmitoyl-protein thioesterase 1","PPT1","P50897","5538","PPT1",0.5,"PASS","P50897","5538","PPT1","seq.9244.27",TRUE,FALSE,FALSE
"SL012698","Killer cell immunoglobulin-like receptor 2DL4","KI2L4","Q99706","3805","KIR2DL4",10,"PASS","Q99706","3805","KIR2DL4","seq.9245.1",TRUE,TRUE,FALSE
"SL008272","Myeloid-derived growth factor","CS010","Q969H8","56005","MYDGF",10,"PASS","Q969H8","56005","MYDGF","seq.9248.36",TRUE,FALSE,TRUE
"SL026008","Transmembrane protein 9:Extracellular domain","TMEM9:ECD","Q9P0T7","252839","TMEM9",10,"PASS","Q9P0T7","252839","TMEM9","seq.9249.17",FALSE,TRUE,FALSE
"SL004526","Neutrophil defensin 1","HNP-1","P59665","1667","DEFA1",10,"PASS","P59665","1667","DEFA1","seq.9250.87",TRUE,FALSE,FALSE
"SL008960","Epididymis-specific alpha-mannosidase","MA2B2","Q9Y2E5","23324","MAN2B2",10,"PASS","Q9Y2E5","23324","MAN2B2","seq.9251.28",FALSE,FALSE,TRUE
"SL017264","Histo-blood group ABO system transferase","BGAT","P16442","28","ABO",10,"PASS","P16442","28","ABO","seq.9253.52",FALSE,TRUE,TRUE
"SL007113","High affinity immunoglobulin epsilon receptor subunit alpha","FCERA","P12319","2205","FCER1A",10,"PASS","P12319","2205","FCER1A","seq.9254.18",FALSE,TRUE,FALSE
"SL005175","Interleukin-17C","IL-17C","Q9P0M4","27189","IL17C",10,"PASS","Q9P0M4","27189","IL17C","seq.9255.5",FALSE,FALSE,TRUE
"SL012506","Neuronal pentraxin-1","NPTX1","Q15818","4884","NPTX1",0.5,"PASS","Q15818","4884","NPTX1","seq.9256.78",FALSE,FALSE,TRUE
"SL017256","Translational activator of cytochrome c oxidase 1","TACO1","Q9BSH4","51204","TACO1",10,"PASS","Q9BSH4","51204","TACO1","seq.9257.14",TRUE,FALSE,FALSE
"SL004871","Tumor necrosis factor receptor superfamily member 21","DR6","O75509","27242","TNFRSF21",10,"PASS","O75509","27242","TNFRSF21","seq.9259.35",FALSE,TRUE,FALSE
"SL008414","Ephrin type-B receptor 6","EphB6","O15197","2051","EPHB6",10,"PASS","O15197","2051","EPHB6","seq.9261.14",TRUE,TRUE,FALSE
"SL008488","Sialate O-acetylesterase","SIAE","Q9HAT2","54414","SIAE",10,"PASS","Q9HAT2","54414","SIAE","seq.9263.57",TRUE,FALSE,FALSE
"SL017119","Cathepsin O","CATO","P43234","1519","CTSO",10,"PASS","P43234","1519","CTSO","seq.9264.11",TRUE,FALSE,FALSE
"SL017117","Glioma pathogenesis-related protein 1","GLIP1","P48060","11010","GLIPR1",10,"PASS","P48060","11010","GLIPR1","seq.9265.10",TRUE,TRUE,FALSE
"SL004968","Triggering receptor expressed on myeloid cells 1","sTREM-1","Q9NP99","54210","TREM1",10,"PASS","Q9NP99","54210","TREM1","seq.9266.1",TRUE,TRUE,FALSE
"SL012862","Carboxypeptidase A4","CBPA4","Q9UI42","51200","CPA4",10,"PASS","Q9UI42","51200","CPA4","seq.9267.2",TRUE,FALSE,TRUE
"SL000303","Biotinidase","Biotinidase","P43251","686","BTD",0.005,"PASS","P43251","686","BTD","seq.9269.7",TRUE,FALSE,TRUE
"SL025994","Stromal interaction molecule 1:Extracellular domain","STIM1:ECD","Q13586","6786","STIM1",10,"PASS","Q13586","6786","STIM1","seq.9271.101",TRUE,TRUE,FALSE
"SL005216","Sialic acid-binding Ig-like lectin 5","Siglec-5","O15389","8778","SIGLEC5",0.5,"PASS","O15389","8778","SIGLEC5","seq.9275.2",FALSE,TRUE,FALSE
"SL009343","Carboxypeptidase A2","CBPA2","P48052","1358","CPA2",10,"PASS","P48052","1358","CPA2","seq.9276.7",FALSE,FALSE,TRUE
"SL002648","Regenerating islet-derived protein 3-alpha","PAP1","Q06141","5068","REG3A",10,"PASS","Q06141","5068","REG3A","seq.9277.16",FALSE,FALSE,TRUE
"SL004712","Stromal cell-derived factor 1","SDF-1","P48061","6387","CXCL12",0.5,"PASS","P48061","6387","CXCL12","seq.9278.9",FALSE,FALSE,TRUE
"SL025884","Immunoglobulin superfamily member 11:Extracellular domain","IGS11:ECD","Q5DX21","152404","IGSF11",10,"PASS","Q5DX21","152404","IGSF11","seq.9279.7",TRUE,TRUE,FALSE
"SL009427","Cysteine-rich secretory protein 2","CRIS2","P16562","7180","CRISP2",0.5,"PASS","P16562","7180","CRISP2","seq.9282.12",FALSE,FALSE,TRUE
"SL000135","CD44 antigen","CD44","P16070","960","CD44",10,"PASS","P16070","960","CD44","seq.9283.8",TRUE,TRUE,TRUE
"SL008544","Secreted frizzled-related protein 4","SFRP4","Q6FHJ7","6424","SFRP4",10,"PASS","Q6FHJ7","6424","SFRP4","seq.9284.25",TRUE,FALSE,TRUE
"SL008541","Sepiapterin reductase","SPRE","P35270","6697","SPR",10,"PASS","P35270","6697","SPR","seq.9287.6",TRUE,FALSE,FALSE
"SL017255","Peptidyl-prolyl cis-trans isomerase FKBP7","FKBP7","Q9Y680","51661","FKBP7",10,"PASS","Q9Y680","51661","FKBP7","seq.9288.7",TRUE,FALSE,FALSE
"SL017122","Regulator of microtubule dynamics protein 3","RMD3","Q96TC7","55177","RMDN3",10,"PASS","Q96TC7","55177","RMDN3","seq.9290.8",TRUE,TRUE,FALSE
"SL012443","Microfibrillar-associated protein 2","MFAP2","P55001","4237","MFAP2",0.5,"PASS","P55001","4237","MFAP2","seq.9294.45",FALSE,FALSE,TRUE
